Name,GUID,ReportName,Title,YearOfPublication,LinkingUri,LinkingUrl,ServerRelativeUrl,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,Created,Length
BC_VGP112-113_414.pdf,9ac22024-dc69-4701-8dfd-dc2150f3be15,Final Well Report 113-BD-2X well,,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/BC_VGP112-113_414.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ef73ad45-8927-4156-9227-cc1d1ac8d3e1,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ef73ad45-8927-4156-9227-cc1d1ac8d3e1,2024-01-18T11:17:39,13499687
TB633_HRBio_113-BD-1X.pdf,78ca59dd-a653-4681-842b-d398445eb698,"High Resolution Biostratigraphy Report, well VGP-113-BD-1X, BLOCK 113, Offshore Vietnam",,2006,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-1X/Bio_113-BD-1X/TB633_HRBio_113-BD-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e28a37a3-237c-4092-b132-d45ded9d9c1a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e28a37a3-237c-4092-b132-d45ded9d9c1a,2024-02-25T17:30:45,1775981
Report_113-BV-1X_PDF.pdf,3594917f-5026-4e78-b506-6b5b02721a5a,Biostratigraphic report of the VGP_113-BV-1X well,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/Bio_113-BV-1X/Report_113-BV-1X_PDF.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ec82bb23-aa14-4267-8569-d7535aea0181,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ec82bb23-aa14-4267-8569-d7535aea0181,2024-02-25T17:31:03,633518
Biostratigraphy report_VGP-113-BV-5X.pdf,769f6129-7d29-47f0-8456-45498feff0fd,BIOSTRATIGRAPHY REPORT VGP-113-BV-5X,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Bio_113-BV-5X/Biostratigraphy report_VGP-113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f592563f-515b-459d-961c-5ab05925a371,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f592563f-515b-459d-961c-5ab05925a371,2024-02-25T17:31:26,1260202
Enclosure (results charts) 113-BV-5X.pdf,6b1deb18-ddb4-4664-8f73-26c787e27e91,Biostratigraphy Chart,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Bio_113-BV-5X/Enclosure (results charts) 113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=00cbc0e2-6c31-4d67-aea7-6adb83ee37eb,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=00cbc0e2-6c31-4d67-aea7-6adb83ee37eb,2024-02-25T17:31:30,375872
Enclosure 01-Micropalaeontological DistChart_VGP-113-BV-5X.pdf,255c08f8-b1fa-46c7-b5d6-d3148711da81,Biostratigraphy Chart,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Bio_113-BV-5X/Enclosure 01-Micropalaeontological DistChart_VGP-113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6ae930d9-5d7d-42f9-b132-3bbc03faa12a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6ae930d9-5d7d-42f9-b132-3bbc03faa12a,2024-02-25T17:31:31,104742
Enclosure charts 113-BD-1X.pdf,4db8548e-4403-46c8-8001-4ed666707622,Biostratigraphy Chart 113-BD-1X Well,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-1X/Bio_113-BD-1X/Enclosure charts 113-BD-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3ff310eb-814a-4e2e-836a-3cd76b028199,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3ff310eb-814a-4e2e-836a-3cd76b028199,2024-02-25T17:31:29,7490947
Enclosure 02-Nannofossil Distribution Chart_VGP-113-BV-5X.pdf,dc0f5f22-f474-4051-86cb-f00a54348ce8,Biostratigraphy Chart,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Bio_113-BV-5X/Enclosure 02-Nannofossil Distribution Chart_VGP-113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=a43ecc85-54d2-4207-b27f-22494debff2a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=a43ecc85-54d2-4207-b27f-22494debff2a,2024-02-25T17:31:31,85474
Enclosure 03-Palynological and Palynofacies_VGP-113-BV-5X.pdf,4bf1efdf-1816-4a15-962e-f061d7ce58cd,Biostratigraphy Chart,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Bio_113-BV-5X/Enclosure 03-Palynological and Palynofacies_VGP-113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=70da5709-9aed-41e1-a0f5-4c2667751259,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=70da5709-9aed-41e1-a0f5-4c2667751259,2024-02-25T17:31:32,112435
Enclosure 04-Integrated Biostratigraphy Chart_VGP-113-BV-5X.pdf,6770705b-e5a5-4f47-83c1-554652a2619e,Biostratigraphy Chart,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Bio_113-BV-5X/Enclosure 04-Integrated Biostratigraphy Chart_VGP-113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=bf8ca404-4058-4367-be78-50d72def7f9a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=bf8ca404-4058-4367-be78-50d72def7f9a,2024-02-25T17:31:32,77701
TB841 Bio _113-Btr-1X.pdf,2ca5c494-3b16-477d-ab82-1db3bfea88ff,Biostratigraphy report VGP-113-BTR-1X,,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/Bio_113-Ptr-1X/TB841 Bio _113-Btr-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=30f0db1e-b635-4e91-921f-a3edd2e9891d,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=30f0db1e-b635-4e91-921f-a3edd2e9891d,2024-02-25T17:32:38,5148922
Enclosure (result charts) 113-Btr-1X.pdf,f672ec41-7ba5-4bb2-85f8-ddcfb4944fb5,Biostratigraphy Chart VGP-113-BTR-1X,,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/Bio_113-Ptr-1X/Enclosure (result charts) 113-Btr-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=1ace2487-f138-4279-9839-1cfac8427592,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=1ace2487-f138-4279-9839-1cfac8427592,2024-02-25T17:34:28,25159127
TB 837_Bio-113-BD-2X.pdf,bfa07458-d584-4086-9c86-3c4cae564040,Biostratigraphy Report 113-BD-2X well,,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/TB 837_Bio-113-BD-2X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ae330d91-9265-4d99-b7ea-6de4bb46897b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ae330d91-9265-4d99-b7ea-6de4bb46897b,2024-02-25T17:59:26,2921001
VGP-113-BD-1X_SWC Report.doc,c6561a4e-b1b1-46e4-992d-1a1c4b4b249c,SIDEWALL CORE ANALYSIS FINAL REPORT,,2007,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20113/Well%20Report/113-BD-1X/VGP-113-BD-1X_SWC%20Report.doc?d=wfe74f0863b734f76b84fad6390c5bc51,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-1X/VGP-113-BD-1X_SWC Report.doc?d=wfe74f0863b734f76b84fad6390c5bc51,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-1X/VGP-113-BD-1X_SWC Report.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={fe74f086-3b73-4f76-b84f-ad6390c5bc51}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={fe74f086-3b73-4f76-b84f-ad6390c5bc51}&action=interactivepreview,2024-02-25T18:42:49,193536
VGP-113-BD-2X_RCA Report.doc,a720e25d-199b-4c37-a693-881a9e2f71c3,ROUTINE CORE ANALYSIS VGP-113-BD-2X well,,2009,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20113/Well%20Report/113-BD-2X/VGP-113-BD-2X_RCA%20Report.doc?d=w6a77c337d1f04342896f226ee28c6e69,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/VGP-113-BD-2X_RCA Report.doc?d=w6a77c337d1f04342896f226ee28c6e69,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/VGP-113-BD-2X_RCA Report.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={6a77c337-d1f0-4342-896f-226ee28c6e69}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={6a77c337-d1f0-4342-896f-226ee28c6e69}&action=interactivepreview,2024-02-25T18:43:42,153088
VGP-113-BD-2X_SCAL Report.pdf,9c6f7854-fec4-49a3-ad96-404a53cc6383,"Electrical Properties, Capillary Pressure and
Liquid permeability VGP-113-BD-2X WELL, Block 113, Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/VGP-113-BD-2X_SCAL Report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2be92c0d-baa5-48ff-ac3d-acf625f4d278,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2be92c0d-baa5-48ff-ac3d-acf625f4d278,2024-02-25T18:43:44,713047
VGP-113-BTR-1X_RCA Report.doc,608e6aab-2c16-444c-b56b-120acae7b296,"ROUTINE CORE ANALYSIS, 113-BTR-1X Well, Block 113, Offshore Vietnam",,2009,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20113/Well%20Report/113-BTR-1X/VGP-113-BTR-1X_RCA%20Report.doc?d=wca3038b578804ac6a2e71c128b228d62,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/VGP-113-BTR-1X_RCA Report.doc?d=wca3038b578804ac6a2e71c128b228d62,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/VGP-113-BTR-1X_RCA Report.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={ca3038b5-7880-4ac6-a2e7-1c128b228d62}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={ca3038b5-7880-4ac6-a2e7-1c128b228d62}&action=interactivepreview,2024-02-25T18:44:05,505856
VGP-113-BTR-1X_SCAL Report.pdf,08aca57b-8f6b-4f7e-8669-3c4b42055d74,"Electrical Properties, Capillary Pressure and
Liquid permeability 113-BTR-1X Well, Block 113, Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/VGP-113-BTR-1X_SCAL Report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=14d825d3-92de-49ae-9687-b411830f8de4,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=14d825d3-92de-49ae-9687-b411830f8de4,2024-02-25T18:44:06,748203
VGP-113-BV-5X_SCAL Report_.pdf,49b4850f-55bc-4f45-9b7c-97e87b37102a,"Electrical Properties, Capillary Pressure and
Liquid permeability  VGP-113-BV-5X well,Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/VGP-113-BV-5X_SCAL Report_.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f7472dab-b13a-4531-b880-598caafc092b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f7472dab-b13a-4531-b880-598caafc092b,2024-02-25T18:44:23,1431518
113-BD-2X-Petrography.pdf,08ae79a2-471e-44ce-a8d7-441f3364ae3a,Core description Petrography and XRD analyses Study of interval 907.00m-1420.70m well 113-BD-2X,,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/113-BD-2X-Petrography.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8b99e5b4-62ed-448b-b974-9230419f0470,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8b99e5b4-62ed-448b-b974-9230419f0470,2024-02-25T18:49:57,3873756
113-BTr-1X-Petrography.pdf,79c7df7b-38a1-45a6-b008-b3d19987a2d8,"Petrography and XRD analyses Study of interval 551.0m -1726.80m 113-BTR-1X Well, Block 113, Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/113-BTr-1X-Petrography.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5798bf33-92df-4bb0-86d4-d4e0455d3280,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5798bf33-92df-4bb0-86d4-d4e0455d3280,2024-02-25T18:53:52,3908074
TB 819_Geo 113-BD-2X.pdf,777dca70-e88b-4809-b6da-0ad5428bb4e9,"Geochemistry Evaluation of cutting, water, condensate and gas samples VGP-113-BD-2X well, block 113, offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/TB 819_Geo 113-BD-2X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4638a08d-29f1-4ca8-8aff-9f66717aad7a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4638a08d-29f1-4ca8-8aff-9f66717aad7a,2024-02-25T21:50:46,107418704
113-BD-1X FWR VGP.pdf,e98cc6b4-0061-411c-b715-b34ec96f9cbe,Final Well Report 113-BV-1X well,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/113-BD-1X FWR VGP.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0f384537-530e-4d8b-a4ae-7f53eac695d8,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0f384537-530e-4d8b-a4ae-7f53eac695d8,2024-02-25T22:13:01,3724492
113-BV-1X Final well report.pdf,9db7eac8-547d-4535-bea5-900f9b5028a4,Final Well Report 113-BV-1X well,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/113-BV-1X Final well report.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ee7e7435-d410-46f0-9d6c-24959065cd71,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ee7e7435-d410-46f0-9d6c-24959065cd71,2024-02-25T22:13:05,551850
Geochemistry report-BV-3X-VPI-VGP 2020.pdf,971bdde7-c737-4da7-9a6f-cb28af6e441a,"Geochemical Evaluation of cutting, water, condensate and gas samples well VGP-113-BV-3X , Block 113, Offshore Vietnam",,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-3X/Geochemistry report-BV-3X-VPI-VGP 2020.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4d2ebdb5-f7c0-4c06-9dca-2371c8375353,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4d2ebdb5-f7c0-4c06-9dca-2371c8375353,2024-02-25T23:43:34,4634442
113-BV-3X Geochemical report-Full.pdf,d9155298-e709-4619-9cdf-83e74398e8e8,GEOCHEMICAL REPORT OF THE VGP -113-BV-3X WELL,,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-3X/113-BV-3X Geochemical report-Full.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cba1c09e-2d18-4ba5-a7ac-08e4be60f224,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cba1c09e-2d18-4ba5-a7ac-08e4be60f224,2024-02-25T23:46:45,7224933
Geochemical report 113-BV-5X.pdf,2c76c0cc-9bf2-451d-a826-37ac5c9037e1,GEOCHEMICAL REPORT OF THE VGP -113-BV-5X WELL,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Geochemical report 113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cc7e354f-bbe6-4213-94a6-e49c0c050d63,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cc7e354f-bbe6-4213-94a6-e49c0c050d63,2024-02-25T23:47:29,7668325
Geo-113-BV-1X.pdf,fc81cbc8-a42e-4183-a29a-402748430638,Condensate Analyses 113-BV-1X well,,2006,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/Geo-113-BV-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=9d909f78-c995-47c9-a9e4-1fa27a879192,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=9d909f78-c995-47c9-a9e4-1fa27a879192,2024-02-25T23:50:24,820966
VGP_113_BD_1X Petrography report VPI.pdf,4666f602-0282-4a23-8e47-4b1bb12fe6b2,Petrography report VGP-113-BD-1X WELL,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-1X/VGP_113_BD_1X Petrography report VPI.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3e3b8cf4-aa79-4634-ae68-69b62992975b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3e3b8cf4-aa79-4634-ae68-69b62992975b,2024-02-26T00:06:55,21917158
Petrography report  of  VGP-113-BV-3X well.pdf,667dc7f2-9d30-43ea-9780-d0935fc8d9c2,"Core description Petrography and XRD analyses Study of interval 1151.00 - 1453.00 well VGP-113-BV-3X , Block 113, Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-3X/Petrography report  of  VGP-113-BV-3X well.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5fa27cc9-f382-4dff-9b12-a326ed812c8e,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5fa27cc9-f382-4dff-9b12-a326ed812c8e,2024-02-26T00:08:56,21035155
Petrography Report VGP-113-BV-5X.pdf,3e02773d-b8d2-4466-bc57-f61b18b3743c,"Core description petrography and XRD annalysis study of interval 11416-1551.4 m, VGP-113-BV-5X,Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/Petrography Report VGP-113-BV-5X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=74897f36-63bd-41cb-8067-758a42e92e16,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=74897f36-63bd-41cb-8067-758a42e92e16,2024-02-26T00:14:40,11833422
Report_VGP-113-BV-1X_SWC_final.pdf,3edd5e63-ab82-45bf-89d1-f0ae53316470,"SIDEWALL CORE ANALYSIS FINAL REPORT VGP-113-BV-1X WELL BAO VANG, BLOCK 113, OFFSHORE VIETNAM",,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/Report_VGP-113-BV-1X_SWC_final.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f6692958-0d14-4607-93b0-39765d091571,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f6692958-0d14-4607-93b0-39765d091571,2024-02-26T00:31:00,55528
SCAL Report_VGP-113-BV-3X_English.pdf,0e8292cb-5c35-48cb-b32a-a7e613cbb4a3,"Electrical Properties, Capillary Pressure and Liquid permeability well VGP-113-BV-3X , Block 113, Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-3X/SCAL Report_VGP-113-BV-3X_English.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=bf8a5998-be52-451d-801f-f5296470e903,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=bf8a5998-be52-451d-801f-f5296470e903,2024-02-26T00:31:16,303507
RCA Report_VGP-113-BV-3X_English.pdf,7bb82e6a-c036-497e-98e0-5fd0e2e3af0a,"ROUTINE CORE ANALYSIS  well VGP-113-BV-3X , Block 113, Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-3X/RCA Report_VGP-113-BV-3X_English.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=72a6f879-6161-4a1a-926a-6a83bdaa9c76,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=72a6f879-6161-4a1a-926a-6a83bdaa9c76,2024-02-26T00:32:12,309306
RCA_Report_VGP-113-BV-5X_English.pdf,b460329e-e74d-421b-8503-b6cc8255fa7f,"ROUTINE CORE ANALYSIS,&nbsp; VGP-113-BV-5X well,Offshore Vietnam",,2009,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-5X/RCA_Report_VGP-113-BV-5X_English.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=38ac029b-e091-448f-9a84-ec06e11a79c8,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=38ac029b-e091-448f-9a84-ec06e11a79c8,2024-02-26T00:32:34,381442
A4_ MasterLog_113-BTr-1X (520-1410).pdf,7d6f887f-644a-43d1-9901-e8552f9aaa35,FORMATION EVALUATION LOG VGP-113-BTr-1X WELL,,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BTR-1X/A4_ MasterLog_113-BTr-1X (520-1410).pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5a920207-145b-4e91-9021-a0db05c1f1e8,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5a920207-145b-4e91-9021-a0db05c1f1e8,2024-02-26T00:54:48,173578
Compositelong_VGP_113BD_1X_eng.pdf,b66fd44f-6e01-41de-becf-bd4844101a93,COMPLETION LOG VGP-113-BD-1X WELL,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-1X/Compositelong_VGP_113BD_1X_eng.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f77233b9-ba2d-457e-8a73-44d6e8f101dd,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f77233b9-ba2d-457e-8a73-44d6e8f101dd,2024-02-26T00:56:53,1972892
113-BD-2X-Composite log.pdf,edf28c80-55a4-4f8d-b871-6c6479b3e8c9,COMPOSITE LOG VGP-113-BD-2X well,,2010,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BD-2X/113-BD-2X-Composite log.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5086ec93-3278-46db-b0f7-ec664eb9024c,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5086ec93-3278-46db-b0f7-ec664eb9024c,2024-02-26T00:58:23,802009
MasterLog_VGP-113-BV-1X.pdf,6b651fff-d2bc-48e0-8a02-6a8e5f2a18ea,FORMATION EVALUATION LOG VGP-113-BV-1X WELL,,2007,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 113/Well Report/113-BV-1X/MasterLog_VGP-113-BV-1X.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7749dc27-7c0e-4d59-8b92-0b3240a3573f,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7749dc27-7c0e-4d59-8b92-0b3240a3573f,2024-02-26T00:59:57,435363
